datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,db2,16.0;192.6;20.9;16.8;17.5;29.9;31.9,13707.77,tpch,10
delta,presto,db2,14.8;213.9;20.6;17.8;16.8;30.2;33.0,12840.11,tpch,10
delta,presto,db2,16.6;192.8;19.6;16.8;19.2;33.0;34.4,14627.62,tpch,10
delta,presto,db2,16.3;196.5;19.9;17.4;18.0;34.5;31.1,12740.67,tpch,10
delta,presto,db2,17.0;197.9;20.0;17.0;18.8;33.8;31.7,14779.70,tpch,10
delta,presto,db2,27.0;205.8;16.5;6.5;5.6;1905.7;395.7,25188.84,tpch,10
delta,presto,db2,16.9;205.0;20.3;16.8;17.7;33.2;29.4,48473.26,tpch,10
delta,presto,db2,17.2;204.4;18.4;17.1;17.8;33.9;33.4,46762.25,tpch,10
delta,presto,db2,15.5;189.9;20.0;19.0;19.3;29.4;34.4,44702.24,tpch,10
delta,presto,db2,8.1;137.0;53.1;17.8;33.4;989.1;1002.0,36254.56,tpch,10
delta,presto,db2,8.1;142.2;47.6;18.8;32.2;1031.0;977.1,38232.30,tpch,10
delta,presto,db2,14.2;223.4;142.3;24.4;36.1;242.8;1045.1,67469.18,tpch,10
delta,presto,db2,15.1;201.7;21.4;18.0;16.6;32.9;31.8,66799.53,tpch,10
delta,presto,db2,17.3;209.4;20.1;18.8;17.4;31.9;33.0,61387.10,tpch,10
delta,presto,db2,15.6;184.1;18.9;18.7;17.8;30.5;34.1,61758.82,tpch,10
delta,presto,db2,18.8;187.7;146.4;8.8;34.6;482.4;1761.6,54644.99,tpch,10
delta,presto,db2,19.2;207.4;141.0;8.3;34.7;545.3;1746.9,59672.71,tpch,10
delta,presto,db2,16.4;191.4;19.3;18.2;18.5;31.6;30.3,83540.75,tpch,10
delta,presto,db2,15.4;198.0;18.4;19.4;17.0;32.9;32.0,85640.23,tpch,10
delta,presto,db2,14.9;185.6;19.2;18.1;19.0;32.1;33.3,75677.22,tpch,10
delta,presto,db2,17.4;125.0;45.0;17.3;16.7;2040.9;783.6,69319.67,tpch,10
delta,presto,db2,17.8;124.7;48.9;17.3;16.2;2049.8;846.3,87635.59,tpch,10
delta,presto,db9,24.9;195.5;17.2;6.2;6.0;2011.8;365.6,22265.39,tpch,10
delta,presto,db9,20.9;185.7;136.8;8.9;35.4;488.4;1806.9,32831.21,tpch,10
delta,presto,db9,7.7;134.0;50.8;17.3;31.5;975.5;949.6,39402.78,tpch,10
delta,presto,db9,13.2;219.3;142.4;23.3;35.0;241.2;1171.2,72882.15,tpch,10
delta,presto,db15,16.3;198.6;18.9;17.0;17.8;33.9;31.4,45762.01,tpch,10
delta,presto,db15,16.7;194.4;19.2;19.3;16.6;32.0;30.1,47559.37,tpch,10
delta,presto,db15,16.6;211.4;19.9;17.8;19.1;34.5;31.8,49340.90,tpch,10
delta,presto,db15,13.9;225.2;145.9;24.7;40.4;240.0;1071.2,51433.38,tpch,10
delta,presto,db15,13.7;226.4;127.2;25.7;38.1;271.3;1035.5,51041.93,tpch,10
delta,presto,db15,14.8;194.9;18.4;16.6;18.3;33.4;32.6,53176.20,tpch,10
delta,presto,db15,15.6;201.0;21.4;19.2;17.2;32.4;32.8,37426.13,tpch,10
delta,presto,db15,16.9;192.2;19.5;17.8;17.1;30.4;29.9,51528.25,tpch,10
delta,presto,db15,20.1;201.6;131.2;8.4;36.7;534.4;1805.3,49336.09,tpch,10
delta,presto,db15,21.3;194.9;138.2;8.6;33.4;516.2;1731.7,47769.30,tpch,10
delta,presto,db15,16.2;185.3;18.4;18.7;18.5;31.7;31.3,47886.92,tpch,10
delta,presto,db15,16.9;210.3;19.1;19.2;18.4;29.8;30.2,38274.81,tpch,10
delta,presto,db15,15.5;206.6;20.0;16.9;17.9;30.4;29.6,52850.13,tpch,10
delta,presto,db15,16.8;191.3;20.1;16.8;17.5;32.2;34.0,44031.14,tpch,10
delta,presto,db15,16.2;208.2;21.2;17.7;18.0;34.4;30.6,51993.05,tpch,10
delta,presto,db15,15.2;193.2;19.6;16.8;17.6;31.1;33.9,62421.43,tpch,10
delta,presto,db15,15.2;187.4;18.7;18.4;16.7;33.0;32.2,57456.55,tpch,10
delta,presto,db15,16.1;197.5;19.2;19.3;16.8;34.4;30.8,61601.66,tpch,10
delta,presto,db15,8.5;138.0;54.6;17.8;34.5;1017.3;960.4,45241.21,tpch,10
delta,presto,db15,8.0;144.6;47.3;19.3;30.7;1017.0;946.4,49086.31,tpch,10
delta,presto,db15,15.7;188.9;18.5;18.8;18.7;33.7;31.4,46852.14,tpch,10
delta,presto,db15,16.4;193.9;20.4;19.1;17.6;33.8;30.1,46158.56,tpch,10
delta,presto,db15,16.7;208.9;19.1;17.5;17.8;32.7;33.8,66463.77,tpch,10
delta,presto,db15,24.2;223.1;15.6;6.5;6.1;2157.6;412.0,55956.80,tpch,10
delta,presto,db15,26.8;204.6;16.0;6.4;5.7;2147.8;394.6,60813.63,tpch,10
delta,presto,db15,16.2;213.7;19.4;17.3;17.9;33.9;33.8,87275.00,tpch,10
delta,presto,db15,15.2;211.8;18.7;18.8;18.8;33.2;34.2,60048.69,tpch,10
delta,presto,db15,14.8;188.0;18.8;17.8;18.8;32.0;34.1,82588.58,tpch,10
delta,presto,db15,16.5;117.1;48.1;16.1;15.9;2150.7;827.6,81449.25,tpch,10
delta,presto,db15,17.4;127.1;44.2;17.0;16.2;2091.4;823.8,62669.34,tpch,10
delta,presto,db20,14.9;187.0;19.4;17.2;18.1;33.0;33.6,37732.33,tpch,10
delta,presto,db20,16.1;201.9;18.6;17.9;18.3;34.1;33.5,30724.42,tpch,10
delta,presto,db20,16.6;187.4;19.3;18.1;18.1;33.6;31.2,34493.52,tpch,10
delta,presto,db20,16.3;209.2;18.8;17.4;17.8;29.9;32.5,36317.07,tpch,10
delta,presto,db20,15.4;198.5;18.5;19.1;17.7;31.3;33.8,34160.23,tpch,10
delta,presto,db20,15.7;201.2;19.6;19.0;17.5;31.1;33.4,55340.92,tpch,10
delta,presto,db20,15.7;199.9;21.0;17.8;17.6;32.6;31.2,50076.09,tpch,10
delta,presto,db20,15.2;191.3;19.3;18.8;16.9;34.0;32.3,49424.62,tpch,10
delta,presto,db20,7.6;134.4;54.9;18.0;31.0;1048.0;946.0,53896.85,tpch,10
delta,presto,db20,7.8;145.5;51.4;17.2;30.6;997.0;1008.4,45480.44,tpch,10
delta,presto,db20,16.6;190.4;20.5;16.8;17.1;32.9;30.4,51419.09,tpch,10
delta,presto,db20,16.8;214.3;21.3;17.0;18.0;31.9;31.0,47005.92,tpch,10
delta,presto,db20,16.8;209.2;19.8;18.7;17.2;32.6;33.6,47494.49,tpch,10
delta,presto,db20,20.8;184.6;140.3;9.5;36.3;543.2;1740.1,40804.20,tpch,10
delta,presto,db20,20.5;198.7;145.7;9.5;36.9;480.9;1822.4,49235.62,tpch,10
delta,presto,db20,16.5;205.8;19.4;18.1;17.4;30.8;33.9,67303.26,tpch,10
delta,presto,db20,15.9;202.4;19.7;18.7;17.6;31.2;31.9,53702.81,tpch,10
delta,presto,db20,16.9;196.3;20.0;17.3;17.4;30.2;30.1,62911.29,tpch,10
delta,presto,db20,17.3;117.3;45.6;17.2;18.2;1925.5;765.3,61304.13,tpch,10
delta,presto,db20,17.0;120.7;45.6;16.3;15.8;2023.7;852.7,71476.89,tpch,10
delta,presto,db20,14.8;210.6;20.5;17.3;19.2;31.0;31.1,67935.76,tpch,10
delta,presto,db20,16.0;214.7;21.1;16.6;18.9;31.4;29.9,76291.22,tpch,10
delta,presto,db20,16.4;196.1;21.4;19.4;17.6;31.9;30.4,61946.53,tpch,10
delta,presto,db20,15.1;214.8;142.9;22.4;36.6;261.3;1097.2,61694.18,tpch,10
delta,presto,db20,12.9;209.1;135.2;24.5;39.0;247.8;1068.8,51269.00,tpch,10
delta,presto,db20,15.6;193.0;21.1;18.4;17.5;33.4;32.2,66167.13,tpch,10
delta,presto,db20,15.7;185.2;21.2;17.1;17.7;33.2;33.8,81791.27,tpch,10
delta,presto,db20,16.1;191.7;20.1;19.1;17.7;32.2;32.2,72058.77,tpch,10
delta,presto,db20,26.9;222.9;16.4;5.5;6.1;1894.5;416.7,81794.67,tpch,10
delta,presto,db20,26.9;203.2;15.4;5.5;5.5;1886.4;400.7,79792.36,tpch,10
delta,presto,db11,16.5;193.2;19.6;19.3;16.6;33.5;34.3,17870.60,tpch,10
delta,presto,db11,16.4;209.9;20.8;17.0;18.7;31.8;34.4,19546.79,tpch,10
delta,presto,db11,15.5;212.5;18.5;16.7;19.2;29.6;30.5,17767.53,tpch,10
delta,presto,db11,15.2;187.3;18.8;18.2;19.3;30.0;29.9,14498.22,tpch,10
delta,presto,db11,16.2;191.2;19.0;18.2;19.2;29.9;34.4,20188.20,tpch,10
delta,presto,db11,15.8;191.4;18.8;18.7;18.7;30.0;30.8,24744.83,tpch,10
delta,presto,db11,15.9;194.8;18.5;17.5;19.0;31.5;32.2,18569.61,tpch,10
delta,presto,db11,16.1;209.9;20.9;19.3;18.5;32.7;33.3,20573.13,tpch,10
delta,presto,db11,7.6;137.8;48.4;19.2;33.1;1006.5;917.5,17705.63,tpch,10
delta,presto,db11,7.9;141.0;48.6;18.6;33.7;1034.3;895.0,23544.61,tpch,10
delta,presto,db11,17.0;194.9;18.7;17.9;17.1;33.0;30.0,20732.49,tpch,10
delta,presto,db11,15.6;198.5;21.6;18.2;17.9;32.7;30.3,23362.74,tpch,10
delta,presto,db11,17.0;212.1;19.5;17.4;19.4;32.4;29.5,24255.90,tpch,10
delta,presto,db11,26.5;204.8;16.3;5.6;6.2;1888.2;402.2,26609.24,tpch,10
delta,presto,db11,27.8;223.3;16.2;6.1;5.7;2056.1;365.6,24823.06,tpch,10
delta,presto,db11,16.4;212.4;20.4;17.4;19.4;34.1;31.8,49567.60,tpch,10
delta,presto,db11,15.2;214.8;18.7;18.6;16.6;30.2;29.9,46081.50,tpch,10
delta,presto,db11,16.0;213.2;20.1;17.7;17.2;34.2;31.8,45079.82,tpch,10
delta,presto,db11,19.0;210.0;125.9;9.0;37.8;520.6;1757.9,45010.08,tpch,10
delta,presto,db11,19.8;210.3;136.7;9.5;37.9;493.0;1661.1,46963.22,tpch,10
delta,presto,db11,17.1;185.9;20.5;17.7;19.0;33.3;31.0,51865.33,tpch,10
delta,presto,db11,16.9;190.6;20.4;17.7;17.6;33.5;33.3,56878.40,tpch,10
delta,presto,db11,15.6;198.0;18.6;16.7;17.2;29.7;32.8,45188.94,tpch,10
delta,presto,db11,13.6;219.9;139.3;24.5;41.0;266.8;1104.4,46618.14,tpch,10
delta,presto,db11,14.2;240.4;146.1;23.2;36.5;242.1;1025.8,56749.50,tpch,10
delta,presto,db11,16.7;189.3;18.7;17.6;19.1;34.2;31.7,57891.16,tpch,10
delta,presto,db11,16.4;208.4;20.8;19.1;16.9;29.7;30.8,54664.20,tpch,10
delta,presto,db11,17.0;207.1;20.7;18.3;16.9;30.1;34.4,59828.29,tpch,10
delta,presto,db11,16.4;119.2;43.7;16.6;17.4;2114.9;839.8,61899.96,tpch,10
delta,presto,db11,16.4;115.4;47.8;16.7;16.2;2020.0;761.1,55902.96,tpch,10
delta,presto,db6,17.1;212.3;20.9;18.1;18.3;31.9;30.3,7969.28,tpch,10
delta,presto,db6,16.9;202.8;18.4;17.8;17.3;33.9;30.0,8696.84,tpch,10
delta,presto,db6,15.5;186.5;19.9;18.4;17.2;31.7;30.1,9439.37,tpch,10
delta,presto,db6,17.0;191.7;20.3;16.6;17.7;31.0;32.8,9489.18,tpch,10
delta,presto,db6,15.9;195.1;19.9;18.8;17.1;29.9;30.1,8229.09,tpch,10
delta,presto,db6,15.5;191.7;18.5;17.1;19.1;31.2;31.4,10548.05,tpch,10
delta,presto,db6,15.8;198.2;19.2;19.2;17.1;34.1;29.8,11444.16,tpch,10
delta,presto,db6,15.0;197.3;19.1;17.4;18.1;33.5;31.0,8252.50,tpch,10
delta,presto,db6,14.3;212.2;135.1;25.5;35.1;271.6;1116.1,8412.09,tpch,10
delta,presto,db6,14.3;228.5;133.8;24.3;36.5;250.1;1075.1,11774.52,tpch,10
delta,presto,db6,16.9;206.7;19.8;16.8;17.7;31.6;34.1,11631.52,tpch,10
delta,presto,db6,14.9;213.7;19.4;17.1;18.7;30.1;30.2,10902.30,tpch,10
delta,presto,db6,15.3;193.9;20.5;18.6;18.9;32.5;33.3,11544.71,tpch,10
delta,presto,db6,26.9;210.2;15.8;6.5;6.0;2064.3;421.1,12751.21,tpch,10
delta,presto,db6,24.7;212.6;16.0;6.5;5.9;1886.3;385.8,11028.69,tpch,10
delta,presto,db6,15.2;206.1;20.9;18.4;17.5;29.6;31.0,10401.60,tpch,10
delta,presto,db6,16.0;184.3;21.4;19.1;16.6;31.5;30.2,14842.62,tpch,10
delta,presto,db6,17.2;204.8;20.2;17.3;19.1;32.9;30.1,13121.43,tpch,10
delta,presto,db6,20.4;188.5;145.3;9.6;34.1;547.4;1849.8,14686.15,tpch,10
delta,presto,db6,21.2;212.2;130.8;8.7;34.8;502.8;1760.6,10895.52,tpch,10
delta,presto,db6,16.7;203.6;19.8;18.5;17.7;32.7;34.2,16836.94,tpch,10
delta,presto,db6,16.0;206.7;18.4;18.8;18.5;30.5;30.1,15174.32,tpch,10
delta,presto,db6,16.2;209.7;20.7;19.3;18.9;33.7;29.4,16628.22,tpch,10
delta,presto,db6,16.8;129.0;44.1;17.2;15.8;2164.9;788.6,16793.12,tpch,10
delta,presto,db6,17.1;114.6;48.8;16.6;18.2;2203.5;848.2,13315.19,tpch,10
delta,presto,db6,8.1;138.8;49.6;18.6;31.5;1076.3;944.3,62298.93,tpch,10
delta,presto,db12,16.9;214.2;20.5;17.8;16.9;32.0;30.4,26886.35,tpch,10
delta,presto,db12,17.0;194.2;20.7;17.4;16.7;31.9;34.2,23234.92,tpch,10
delta,presto,db12,16.9;194.7;19.3;18.6;16.9;34.2;33.5,25095.44,tpch,10
delta,presto,db12,13.7;233.8;132.1;24.0;35.4;268.2;1080.5,25500.64,tpch,10
delta,presto,db12,13.5;220.6;145.1;23.1;37.9;269.2;1038.2,32157.93,tpch,10
delta,presto,db12,14.9;212.9;20.9;19.1;19.0;32.8;34.3,34821.77,tpch,10
delta,presto,db12,16.9;211.4;21.2;18.5;19.0;32.3;32.1,30165.09,tpch,10
delta,presto,db12,16.8;185.7;19.3;16.7;17.1;33.3;30.7,34882.14,tpch,10
delta,presto,db12,8.4;147.3;51.1;18.0;29.5;1070.6;1011.6,27968.97,tpch,10
delta,presto,db12,8.4;141.2;49.7;17.2;29.9;1023.2;924.3,30361.72,tpch,10
delta,presto,db12,15.9;196.7;20.3;17.9;19.1;32.3;30.8,26921.84,tpch,10
delta,presto,db12,16.7;209.3;21.5;18.1;19.0;30.5;34.3,32433.08,tpch,10
delta,presto,db12,16.0;212.7;20.8;17.6;16.8;32.8;33.3,29293.14,tpch,10
delta,presto,db12,19.9;213.6;146.7;9.1;34.2;513.4;1910.0,35692.06,tpch,10
delta,presto,db12,20.7;204.2;143.4;8.5;36.7;541.1;1878.5,29109.50,tpch,10
delta,presto,db12,15.3;192.8;19.3;17.7;17.9;32.6;31.0,31302.27,tpch,10
delta,presto,db12,16.2;191.1;20.3;19.0;16.6;29.5;29.9,38043.44,tpch,10
delta,presto,db12,16.1;207.4;19.1;17.4;16.6;30.8;32.6,33352.45,tpch,10
delta,presto,db12,24.3;211.3;15.3;5.9;5.9;2012.0;388.5,28423.53,tpch,10
delta,presto,db12,27.8;203.3;16.6;6.1;5.8;2019.7;408.5,32474.97,tpch,10
delta,presto,db12,17.1;209.5;21.5;19.2;18.1;30.1;31.0,36032.57,tpch,10
delta,presto,db12,16.9;186.3;18.7;17.7;17.7;30.2;33.4,35816.72,tpch,10
delta,presto,db12,15.4;194.5;19.8;19.0;17.5;33.3;30.3,32000.49,tpch,10
delta,presto,db12,17.8;120.2;44.7;18.3;16.1;2115.9;827.8,39615.47,tpch,10
delta,presto,db12,18.2;131.1;47.6;18.1;18.2;2040.5;843.3,34182.98,tpch,10
delta,presto,db12,14.9;204.0;18.6;16.7;18.9;31.6;33.7,61687.91,tpch,10
delta,presto,db12,15.3;198.0;18.7;18.1;17.6;32.3;30.5,62924.64,tpch,10
delta,presto,db12,17.1;207.3;21.4;18.4;18.9;31.0;29.6,50522.50,tpch,10
delta,presto,db12,15.7;198.6;21.0;18.9;19.0;31.1;34.4,61691.91,tpch,10
delta,presto,db12,17.0;192.9;20.6;17.5;17.7;31.8;31.2,51346.81,tpch,10
delta,presto,db19,17.2;208.1;21.0;17.1;19.3;30.3;32.5,19197.30,tpch,10
delta,presto,db19,16.0;196.0;18.8;19.1;18.5;29.5;33.1,20333.25,tpch,10
delta,presto,db19,16.2;202.1;19.1;18.2;17.4;29.7;31.9,16927.58,tpch,10
delta,presto,db19,15.8;201.7;21.1;19.2;18.5;32.8;29.5,21460.72,tpch,10
delta,presto,db19,14.8;194.9;19.5;16.6;19.0;31.7;31.9,22059.33,tpch,10
delta,presto,db19,17.9;123.9;47.8;17.3;16.0;2184.7;847.8,36908.24,tpch,10
delta,presto,db19,15.4;190.2;20.3;16.8;18.3;32.4;30.0,35912.17,tpch,10
delta,presto,db19,16.7;197.4;19.3;18.7;17.1;30.1;32.4,38733.65,tpch,10
delta,presto,db19,14.9;206.4;19.6;17.8;19.3;34.0;31.8,41307.87,tpch,10
delta,presto,db19,25.2;210.2;16.6;6.2;6.2;2190.0;408.0,37953.74,tpch,10
delta,presto,db19,26.5;202.3;15.4;6.0;6.1;2187.3;392.8,37667.53,tpch,10
delta,presto,db19,16.3;187.1;18.8;17.5;17.0;31.7;33.7,29470.29,tpch,10
delta,presto,db19,14.8;201.1;21.5;17.5;17.5;31.1;30.3,28729.52,tpch,10
delta,presto,db19,16.8;186.6;20.8;18.9;18.7;33.1;32.2,32397.13,tpch,10
delta,presto,db19,8.5;135.7;54.8;18.6;33.9;958.7;1000.4,37534.44,tpch,10
delta,presto,db19,8.1;137.6;47.4;19.2;33.7;955.3;998.6,29822.71,tpch,10
delta,presto,db19,15.3;210.8;21.0;18.8;19.0;30.5;34.5,31243.96,tpch,10
delta,presto,db19,16.1;208.5;18.6;19.1;16.6;31.4;31.0,42449.95,tpch,10
delta,presto,db19,16.5;190.3;19.5;17.8;18.7;30.5;32.8,39140.08,tpch,10
delta,presto,db19,13.4;206.9;141.6;22.1;36.8;267.3;1062.7,38345.42,tpch,10
delta,presto,db19,13.5;237.4;148.2;22.8;35.3;266.1;1181.1,41030.75,tpch,10
delta,presto,db19,20.3;191.5;138.2;9.1;33.7;508.8;1846.2,58941.83,tpch,10
delta,presto,db13,16.4;205.4;21.4;16.8;17.6;30.4;32.1,14755.56,tpch,10
delta,presto,db13,15.3;187.5;20.2;17.9;17.7;30.8;32.7,20636.59,tpch,10
delta,presto,db13,16.2;199.3;20.0;17.4;19.3;33.4;32.4,15770.27,tpch,10
delta,presto,db13,14.9;215.0;18.5;16.8;18.1;33.8;34.5,18441.93,tpch,10
delta,presto,db13,15.2;199.6;20.2;17.8;16.7;31.5;32.2,20489.24,tpch,10
delta,presto,db13,16.4;198.0;20.7;17.4;19.2;34.3;31.1,21670.58,tpch,10
delta,presto,db13,16.4;210.9;19.9;19.3;17.7;30.2;29.8,20959.73,tpch,10
delta,presto,db13,16.7;194.6;20.1;17.7;17.5;30.0;30.6,17131.61,tpch,10
delta,presto,db13,7.7;127.6;53.9;18.6;30.1;1043.0;963.3,16537.59,tpch,10
delta,presto,db13,7.4;142.5;52.9;18.5;31.6;1071.2;1005.4,19264.42,tpch,10
delta,presto,db13,16.9;209.8;20.9;16.9;16.6;33.4;31.2,28398.75,tpch,10
delta,presto,db13,15.8;185.2;21.6;18.9;17.5;33.0;30.3,28190.34,tpch,10
delta,presto,db13,14.9;188.3;21.6;19.3;17.6;30.2;32.8,30089.89,tpch,10
delta,presto,db13,13.7;222.5;136.9;25.1;40.6;273.2;1028.4,34474.27,tpch,10
delta,presto,db13,13.2;238.7;130.9;25.1;37.8;240.6;1045.9,32047.52,tpch,10
delta,presto,db13,14.8;188.6;20.8;18.3;16.7;33.1;34.4,26873.47,tpch,10
delta,presto,db13,17.2;194.1;21.1;17.6;18.5;30.7;33.0,29111.54,tpch,10
delta,presto,db13,16.2;191.3;20.3;17.1;19.4;33.1;29.8,28628.25,tpch,10
delta,presto,db13,26.6;204.2;16.2;6.2;5.8;2053.7;381.2,36060.03,tpch,10
delta,presto,db13,24.0;199.4;16.3;6.3;6.0;1929.4;420.0,32455.98,tpch,10
delta,presto,db13,15.5;192.7;19.5;17.0;16.9;32.8;31.8,40835.15,tpch,10
delta,presto,db13,15.4;193.6;21.1;18.1;17.6;32.2;32.6,43697.81,tpch,10
delta,presto,db13,14.9;196.8;21.0;18.2;17.9;30.5;29.7,33776.41,tpch,10
delta,presto,db13,21.4;195.6;133.9;9.7;36.0;514.6;1802.9,40227.85,tpch,10
delta,presto,db13,19.0;190.6;141.6;8.8;38.6;490.9;1681.9,42503.64,tpch,10
delta,presto,db13,15.4;188.5;21.4;18.2;17.1;31.0;30.7,49907.28,tpch,10
delta,presto,db13,14.8;200.5;20.6;17.0;16.7;34.3;29.8,50641.07,tpch,10
delta,presto,db13,17.2;204.7;20.0;16.8;17.7;30.9;31.1,52390.92,tpch,10
delta,presto,db13,17.6;125.3;44.5;16.3;15.7;2135.3;864.0,56028.40,tpch,10
delta,presto,db13,16.9;113.7;43.6;15.8;16.1;2200.0;808.0,48370.56,tpch,10
delta,presto,db14,16.4;188.2;18.9;18.9;17.5;33.2;31.6,22088.74,tpch,10
delta,presto,db14,17.1;214.9;20.1;17.6;17.2;29.9;29.5,22287.98,tpch,10
delta,presto,db14,15.2;195.1;20.6;18.0;17.9;31.4;32.9,25701.93,tpch,10
delta,presto,db14,8.0;126.8;48.4;18.4;32.5;1005.8;894.4,26925.97,tpch,10
delta,presto,db14,7.6;138.1;50.5;17.0;33.8;1098.4;949.1,27433.97,tpch,10
delta,presto,db14,15.8;197.3;20.8;18.8;18.4;32.4;32.0,28200.55,tpch,10
delta,presto,db14,16.3;194.0;20.7;16.6;18.7;32.7;32.3,26955.70,tpch,10
delta,presto,db14,16.3;192.5;20.8;19.4;17.3;31.6;30.4,27249.56,tpch,10
delta,presto,db14,14.8;186.3;18.6;16.9;19.2;32.0;29.5,26440.67,tpch,10
delta,presto,db14,14.7;201.2;18.8;16.9;16.7;30.6;33.3,23163.99,tpch,10
delta,presto,db14,16.2;202.4;19.5;19.4;16.7;32.4;29.6,23338.86,tpch,10
delta,presto,db14,14.9;198.3;21.1;16.6;16.8;31.8;32.2,27705.53,tpch,10
delta,presto,db14,15.9;195.3;20.2;18.6;18.8;34.1;30.4,25864.64,tpch,10
delta,presto,db14,19.7;192.4;141.1;9.0;36.7;512.2;1773.2,23355.60,tpch,10
delta,presto,db14,18.5;196.9;145.1;8.5;33.2;539.0;1740.7,27761.99,tpch,10
delta,presto,db14,15.5;211.9;18.4;18.9;19.3;30.1;31.8,26607.64,tpch,10
delta,presto,db14,14.9;206.1;20.6;17.0;19.2;34.1;32.8,35027.86,tpch,10
delta,presto,db14,16.3;192.2;20.9;18.7;17.8;31.0;32.2,36367.46,tpch,10
delta,presto,db14,16.7;124.6;48.2;17.6;16.8;2165.0;767.3,29389.40,tpch,10
delta,presto,db14,17.0;112.4;43.3;18.1;15.7;2112.7;779.3,26757.05,tpch,10
delta,presto,db14,15.9;190.1;20.0;18.0;16.8;33.3;30.7,44385.52,tpch,10
delta,presto,db14,15.2;189.8;19.4;18.6;18.5;32.2;30.6,42437.77,tpch,10
delta,presto,db14,16.7;212.9;20.5;17.0;19.4;33.1;30.8,37444.24,tpch,10
delta,presto,db14,13.6;209.4;137.9;23.5;38.2;252.8;1151.2,30856.43,tpch,10
delta,presto,db14,14.4;207.0;127.4;23.4;35.5;276.0;1101.2,31371.16,tpch,10
delta,presto,db14,16.4;192.6;20.3;17.2;17.2;34.3;34.3,36827.85,tpch,10
delta,presto,db14,16.2;193.1;18.8;19.4;18.4;31.4;34.1,38791.85,tpch,10
delta,presto,db14,17.2;215.0;19.5;17.6;18.1;32.8;32.0,34416.38,tpch,10
delta,presto,db14,27.1;205.7;15.0;6.2;5.6;2188.6;372.7,36662.73,tpch,10
delta,presto,db14,24.5;196.8;14.9;6.2;5.8;1968.1;392.2,42138.52,tpch,10
delta,presto,db22,16.9;213.6;20.3;18.6;18.7;31.7;29.6,4963.25,tpch,10
delta,presto,db22,15.8;210.3;18.4;19.4;17.7;33.9;30.0,4539.08,tpch,10
delta,presto,db22,16.9;190.0;20.2;19.0;18.6;34.5;31.0,6049.43,tpch,10
delta,presto,db22,15.3;202.0;19.2;18.2;17.5;34.5;33.0,5214.73,tpch,10
delta,presto,db22,17.2;202.5;21.5;16.9;18.4;31.5;32.4,4715.85,tpch,10
delta,presto,db22,15.8;205.1;19.4;17.7;17.8;30.7;31.1,7877.40,tpch,10
delta,presto,db22,16.2;196.2;19.3;18.5;17.1;31.6;33.7,7122.39,tpch,10
delta,presto,db22,16.7;205.3;19.5;17.5;18.8;29.7;30.5,8039.53,tpch,10
delta,presto,db22,14.1;228.8;142.6;25.1;37.2;261.2;1175.6,8870.18,tpch,10
delta,presto,db22,13.5;208.6;145.9;22.2;38.1;270.0;1059.2,7056.95,tpch,10
delta,presto,db22,16.1;213.5;21.3;19.0;19.2;31.7;34.5,8506.20,tpch,10
delta,presto,db22,16.9;209.9;19.8;18.8;17.4;32.0;33.7,9764.27,tpch,10
delta,presto,db22,15.2;214.1;20.0;19.3;16.8;32.8;29.9,8734.98,tpch,10
delta,presto,db22,19.8;185.1;125.3;8.7;34.1;550.0;1781.6,9892.05,tpch,10
delta,presto,db22,18.6;192.0;135.0;9.7;33.7;522.4;1660.2,7379.54,tpch,10
delta,presto,db22,16.1;184.6;18.6;18.7;19.1;29.9;30.7,10693.88,tpch,10
delta,presto,db22,16.5;189.4;18.8;18.9;18.3;30.7;29.5,13336.85,tpch,10
delta,presto,db22,16.8;191.9;20.9;18.4;17.0;31.3;32.7,9854.45,tpch,10
delta,presto,db22,27.6;209.7;15.9;6.0;5.7;1978.7;399.1,13482.25,tpch,10
delta,presto,db22,27.9;201.1;14.9;6.2;6.2;2185.6;385.4,12758.69,tpch,10
delta,presto,db22,15.0;212.9;20.4;18.7;17.1;34.1;34.3,13434.58,tpch,10
delta,presto,db22,15.9;199.6;18.5;19.4;19.3;30.0;32.1,13683.23,tpch,10
delta,presto,db22,16.5;203.3;20.6;18.3;16.6;32.1;30.6,14315.40,tpch,10
delta,presto,db22,18.1;128.7;46.1;16.8;17.2;2059.4;856.6,15364.64,tpch,10
delta,presto,db22,17.1;113.6;46.1;16.8;17.3;1922.9;847.0,13472.38,tpch,10
delta,presto,db22,16.2;189.1;20.7;17.9;17.9;29.6;33.7,27624.87,tpch,10
delta,presto,db22,15.8;209.1;19.5;19.2;18.8;34.2;33.2,30176.51,tpch,10
delta,presto,db22,16.2;198.2;21.5;18.3;19.2;32.0;31.9,25447.26,tpch,10
delta,presto,db22,8.4;139.8;47.0;19.2;31.1;1062.1;928.7,28889.11,tpch,10
delta,presto,db22,8.2;131.5;50.8;19.0;30.6;981.2;937.1,22892.51,tpch,10
delta,presto,db1,15.9;193.4;19.1;17.1;18.9;33.8;29.4,24140.81,tpch,10
delta,presto,db1,14.9;195.7;19.7;17.9;18.9;32.8;32.6,35661.27,tpch,10
delta,presto,db1,16.3;205.7;20.0;18.4;18.9;30.5;29.8,34005.99,tpch,10
delta,presto,db1,13.2;239.0;133.0;25.7;36.6;259.4;1128.5,33439.04,tpch,10
delta,presto,db1,13.7;206.0;127.3;23.1;40.8;265.6;1021.6,27695.10,tpch,10
