datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,ssb_flat_q_17,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1061.42,ssb-flat,10
delta,spark,ssb_flat_q_02,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1095.21,ssb-flat,10
delta,spark,ssb_flat_q_15,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1138.51,ssb-flat,10
delta,spark,ssb_flat_q_21,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1010.67,ssb-flat,10
delta,spark,ssb_flat_q_24,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1198.58,ssb-flat,10
delta,spark,ssb_flat_q_01,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1198.75,ssb-flat,10
delta,spark,ssb_flat_q_13,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1104.74,ssb-flat,10
delta,spark,ssb_flat_q_16,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,988.72,ssb-flat,10
delta,spark,ssb_flat_q_19,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1082.52,ssb-flat,10
delta,spark,ssb_flat_q_04,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1114.33,ssb-flat,10
delta,spark,ssb_flat_q_07,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1102.85,ssb-flat,10
delta,spark,ssb_flat_q_20,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1061.5,ssb-flat,10
delta,spark,ssb_flat_q_23,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1064.77,ssb-flat,10
delta,spark,ssb_flat_q_09,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1126.33,ssb-flat,10
delta,spark,ssb_flat_q_12,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1185.54,ssb-flat,10
delta,spark,ssb_flat_q_08,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1133.55,ssb-flat,10
delta,spark,ssb_flat_q_03,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1028.24,ssb-flat,10
delta,spark,ssb_flat_q_06,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1189.32,ssb-flat,10
delta,spark,ssb_flat_q_10,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1073.94,ssb-flat,10
delta,spark,ssb_flat_q_26,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5331.3,ssb-flat,10
delta,spark,ssb_flat_q_05,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5114.15,ssb-flat,10
delta,spark,ssb_flat_q_11,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,6037.2,ssb-flat,10
delta,spark,ssb_flat_q_14,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5348.52,ssb-flat,10
delta,spark,ssb_flat_queries,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5524.78,ssb-flat,10
delta,spark,ssb_flat_q_18,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5627.66,ssb-flat,10
delta,spark,ssb_flat_q_17,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5131.73,ssb-flat,10
delta,spark,ssb_flat_q_02,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5684.37,ssb-flat,10
delta,spark,ssb_flat_q_15,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,6128.08,ssb-flat,10
delta,spark,ssb_flat_q_21,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5508.43,ssb-flat,10
delta,spark,ssb_flat_q_24,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5327.34,ssb-flat,10
delta,spark,ssb_flat_q_01,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5414.45,ssb-flat,10
delta,spark,ssb_flat_q_13,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5462.37,ssb-flat,10
delta,spark,ssb_flat_q_27,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5989.63,ssb-flat,10
delta,spark,ssb_flat_q_16,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5329.33,ssb-flat,10
delta,spark,ssb_flat_q_19,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5408.97,ssb-flat,10
delta,spark,ssb_flat_q_04,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5096.43,ssb-flat,10
delta,spark,ssb_flat_q_25,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5577.51,ssb-flat,10
delta,spark,ssb_flat_q_07,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5470.64,ssb-flat,10
delta,spark,ssb_flat_q_20,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5776.27,ssb-flat,10
delta,spark,ssb_flat_q_09,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5823.62,ssb-flat,10
delta,spark,ssb_flat_q_12,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5202.54,ssb-flat,10
delta,spark,ssb_flat_q_08,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5372.92,ssb-flat,10
delta,spark,ssb_flat_q_03,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,6058.52,ssb-flat,10
delta,spark,ssb_flat_q_06,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5725.66,ssb-flat,10
delta,spark,ssb_flat_q_10,32.0;25.0;290.0;72.0;21.0;17.0|1;0;0,5085.64,ssb-flat,10
delta,spark,ssb_flat_q_05,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3532.56,ssb-flat,10
delta,spark,ssb_flat_q_11,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3393.54,ssb-flat,10
delta,spark,ssb_flat_q_14,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3267.39,ssb-flat,10
delta,spark,ssb_flat_q_18,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3473.5,ssb-flat,10
delta,spark,ssb_flat_q_17,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3304.93,ssb-flat,10
delta,spark,ssb_flat_q_02,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3205.39,ssb-flat,10
delta,spark,ssb_flat_q_15,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3169.59,ssb-flat,10
delta,spark,ssb_flat_q_22,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3118.78,ssb-flat,10
delta,spark,ssb_flat_q_21,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3337.08,ssb-flat,10
delta,spark,ssb_flat_q_24,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3617.03,ssb-flat,10
delta,spark,ssb_flat_q_01,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3456.71,ssb-flat,10
delta,spark,ssb_flat_q_13,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3531.44,ssb-flat,10
delta,spark,ssb_flat_q_16,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3673.14,ssb-flat,10
delta,spark,ssb_flat_q_19,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3635.23,ssb-flat,10
delta,spark,ssb_flat_q_04,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3297.06,ssb-flat,10
delta,spark,ssb_flat_q_25,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3117.04,ssb-flat,10
delta,spark,ssb_flat_q_07,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3346.49,ssb-flat,10
delta,spark,ssb_flat_q_20,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3723.38,ssb-flat,10
delta,spark,ssb_flat_q_09,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3536.01,ssb-flat,10
delta,spark,ssb_flat_q_12,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3245.58,ssb-flat,10
delta,spark,ssb_flat_q_08,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3526.05,ssb-flat,10
delta,spark,ssb_flat_q_03,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3381.83,ssb-flat,10
delta,spark,ssb_flat_q_06,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3399.88,ssb-flat,10
delta,spark,ssb_flat_q_10,132.0;27.0;27.0;132.0;27.0;27.0|1;1;1,3735.77,ssb-flat,10
delta,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;116.0;549.0|,2253.43,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;116.0;549.0|,2166.47,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;116.0;549.0|,2284.37,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;116.0;549.0|,2133.47,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;116.0;549.0|,2456.07,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;116.0;549.0|,2339.2,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;116.0;549.0|,2559.56,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;116.0;549.0|,2506.36,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;116.0;549.0|,2377.62,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;116.0;549.0|,2230.49,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;116.0;549.0|,2265.85,ssb-flat,10
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;72.0;21.0;17.0|,2838.68,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;72.0;21.0;17.0|,2910.0,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;72.0;21.0;17.0|,2773.8,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;72.0;21.0;17.0|,2795.03,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;72.0;21.0;17.0|,2711.33,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;72.0;21.0;17.0|,3248.12,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;72.0;21.0;17.0|,3248.94,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;72.0;21.0;17.0|,2788.86,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;72.0;21.0;17.0|,3076.79,ssb-flat,10
delta,spark,ssb_flat_q_01,64.0;116.0;549.0;64.0;18.0;26.0|,2843.91,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;116.0;549.0;64.0;18.0;26.0|,2861.64,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;116.0;549.0;64.0;18.0;26.0|,2772.19,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;116.0;549.0;64.0;18.0;26.0|,2532.13,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;116.0;549.0;64.0;18.0;26.0|,2996.43,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;116.0;549.0;64.0;18.0;26.0|,2489.99,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;116.0;549.0;64.0;18.0;26.0|,2765.28,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;116.0;549.0;64.0;18.0;26.0|,2726.11,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;116.0;549.0;64.0;18.0;26.0|,2976.92,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;116.0;549.0;64.0;18.0;26.0|,2997.86,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;116.0;549.0;64.0;18.0;26.0|,2969.68,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;116.0;549.0;64.0;18.0;26.0|,2481.98,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;116.0;549.0;64.0;18.0;26.0|,2486.11,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;116.0;549.0;64.0;18.0;26.0|,2712.32,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;116.0;549.0;64.0;18.0;26.0|,2741.57,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;116.0;549.0;64.0;18.0;26.0|,2992.33,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;116.0;549.0;64.0;18.0;26.0|,2797.46,ssb-flat,10
delta,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;18.0;26.0|,2907.68,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;18.0;26.0|,2510.08,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;18.0;26.0|,2770.86,ssb-flat,10
delta,spark,ssb_flat_q_14,64.0;18.0;26.0;64.0;18.0;26.0|,2678.84,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;18.0;26.0|,2882.08,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;18.0;26.0|,2706.13,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;18.0;26.0|,2464.61,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;18.0;26.0|,2964.13,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;18.0;26.0|,2929.77,ssb-flat,10
delta,spark,ssb_flat_q_09,64.0;18.0;26.0;64.0;18.0;26.0|,2973.06,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;18.0;26.0|,2736.97,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;18.0;26.0|,2735.72,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;18.0;26.0|,2967.32,ssb-flat,10
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;32.0;25.0;290.0|,2311.25,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;32.0;25.0;290.0|,2361.32,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;32.0;25.0;290.0|,2142.22,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;32.0;25.0;290.0|,1968.07,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;32.0;25.0;290.0|,2189.71,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;32.0;25.0;290.0|,2051.73,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;32.0;25.0;290.0|,2185.15,ssb-flat,10
delta,spark,q1_1,68.5;19.0;24.8;67.2;107.8;541.3|,1816.83,ssb-flat,10
delta,spark,q1_1,8.6;12.0;520.3;141.9;24.9;28.8|0.9;0.0;1.1,1668.04,ssb-flat,10
delta,spark,q1_1,68.2;22.3;15.9;67.0;19.3;16.2|1.1;1.0;0.9,2124.70,ssb-flat,10
delta,spark,q1_1,8.3;12.5;589.1;130.6;28.1;28.9|0.0;1.1;0.0,2258.54,ssb-flat,10
delta,spark,q1_1,67.1;21.7;17.8;33.5;23.6;267.7|,2227.62,ssb-flat,10
delta,spark,q1_1,68.3;22.0;16.4;71.2;19.3;16.7|,1916.41,ssb-flat,10
delta,spark,q1_1,67.5;21.8;18.3;72.6;19.7;16.2|0.0;0.0;1.1,3390.87,ssb-flat,10
delta,spark,q1_1,68.0;18.1;24.4;65.3;16.8;24.2|,3256.91,ssb-flat,10
delta,spark,q1_1,60.7;107.5;542.6;68.4;16.8;24.5|,2799.33,ssb-flat,10
delta,spark,q1_1,74.1;21.6;16.4;30.3;24.3;286.9|0.9;1.0;1.1,4517.74,ssb-flat,10
delta,spark,q1_1,29.8;26.5;291.7;69.7;21.2;16.9|1.1;0.0;0.0,4931.40,ssb-flat,10
delta,spark,q1_1,68.6;22.2;16.2;32.0;24.9;303.9|0.0;0.0;1.1,7183.92,ssb-flat,10
delta,spark,q1_1,141.9;27.6;27.8;7.5;11.3;596.4|1.0;0.0;1.0,165036.08,ssb-flat,10
delta,spark,q1_2,74.8;20.3;18.4;71.4;19.4;16.9|0.9;1.0;1.0,1633.75,ssb-flat,10
delta,spark,q1_2,8.4;12.3;532.9;123.6;26.9;26.0|1.0;0.0;1.1,1687.61,ssb-flat,10
delta,spark,q1_2,63.1;16.7;25.2;65.2;108.6;588.5|1.1;1.0;0.0,1771.07,ssb-flat,10
delta,spark,q1_2,74.8;22.5;18.2;32.2;25.6;268.6|,2373.00,ssb-flat,10
delta,spark,q1_2,63.1;17.1;24.5;66.0;121.8;576.4|,2042.29,ssb-flat,10
delta,spark,q1_2,8.6;11.1;528.1;132.1;27.6;25.1|0.0;0.9;0.0,2140.91,ssb-flat,10
delta,spark,q1_2,72.3;21.7;17.8;68.0;20.5;15.9|,2257.28,ssb-flat,10
delta,spark,q1_2,68.6;19.8;15.9;68.9;19.4;15.8|0.0;0.0;1.0,2749.76,ssb-flat,10
delta,spark,q1_2,60.1;118.2;577.8;59.6;16.8;25.4|,4439.26,ssb-flat,10
delta,spark,q1_2,71.7;22.6;18.2;33.0;26.9;272.8|1.0;1.0;1.1,4383.54,ssb-flat,10
delta,spark,q1_2,59.7;17.6;25.5;66.4;18.6;27.5|,5040.26,ssb-flat,10
delta,spark,q1_2,34.1;23.5;297.4;72.2;19.7;17.3|0.9;0.0;0.0,4168.23,ssb-flat,10
delta,spark,q1_2,72.0;21.4;17.4;33.8;26.6;292.2|0.0;0.0;1.1,6704.46,ssb-flat,10
delta,spark,q1_2,127.7;25.9;28.3;8.3;12.8;551.1|1.0;0.0;0.9,159995.33,ssb-flat,10
delta,spark,q1_3,69.2;21.1;18.3;68.4;22.0;16.4|1.0;1.0;1.0,1920.39,ssb-flat,10
delta,spark,q1_3,62.5;114.9;523.9;65.4;16.6;25.7|1.0;0.0;0.0,1680.76,ssb-flat,10
delta,spark,q1_3,8.4;11.8;559.7;126.4;28.9;26.0|0.0;0.9;0.0,1685.44,ssb-flat,10
delta,spark,q1_3,58.9;18.3;25.0;59.8;113.6;517.4|,1789.39,ssb-flat,10
delta,spark,q1_3,68.1;21.3;17.0;29.5;24.4;306.4|,1951.28,ssb-flat,10
delta,spark,q1_3,66.4;19.4;26.4;66.3;19.2;25.5|1.0;1.0;0.0,2235.53,ssb-flat,10
delta,spark,q1_3,68.4;21.3;17.7;75.1;19.7;16.9|0.0;0.0;1.1,2708.64,ssb-flat,10
delta,spark,q1_3,60.4;111.1;534.3;61.9;19.0;25.6|,3967.75,ssb-flat,10
delta,spark,q1_3,71.6;20.6;16.5;34.4;25.8;307.5|1.1;1.0;1.0,3785.51,ssb-flat,10
delta,spark,q1_3,77.6;20.3;17.0;66.8;20.7;16.4|,4036.88,ssb-flat,10
delta,spark,q1_3,59.4;17.6;26.3;59.4;18.0;26.6|,3711.11,ssb-flat,10
delta,spark,q1_3,29.8;23.6;273.7;76.4;20.1;17.1|1.0;0.0;0.0,4250.87,ssb-flat,10
delta,spark,q1_3,69.7;21.3;15.8;31.0;24.5;271.2|0.0;0.0;1.1,7425.36,ssb-flat,10
delta,spark,q1_3,137.1;27.7;28.7;8.3;11.6;511.8|1.1;0.0;1.1,162744.89,ssb-flat,10
delta,spark,q2_1,59.3;111.7;585.3;62.4;19.3;24.9|1.0;0.0;0.0,2135.61,ssb-flat,10
delta,spark,q2_1,7.4;12.2;570.3;130.2;26.0;26.4|0.0;1.0;0.0,1878.36,ssb-flat,10
delta,spark,q2_1,131.4;26.0;29.0;126.3;26.1;28.3|0.0;1.0;0.0,3134.51,ssb-flat,10
delta,spark,q2_1,74.8;20.5;17.4;34.2;26.2;310.1|,3263.70,ssb-flat,10
delta,spark,q2_1,65.9;16.6;24.5;69.0;111.6;549.2|,2787.87,ssb-flat,10
delta,spark,q2_1,137.3;28.9;25.5;8.3;12.0;523.8|0.0;0.0;1.0,2414.05,ssb-flat,10
delta,spark,q2_1,60.8;17.6;27.9;67.6;16.9;24.9|0.9;1.0;0.0,3443.88,ssb-flat,10
delta,spark,q2_1,64.6;16.7;25.9;65.4;125.0;509.5|1.0;1.0;0.0,3984.61,ssb-flat,10
delta,spark,q2_1,77.2;19.6;17.0;68.6;22.6;16.4|0.0;0.0;1.1,3472.35,ssb-flat,10
delta,spark,q2_1,77.5;19.7;16.5;31.1;24.3;288.2|1.0;1.0;1.1,3461.95,ssb-flat,10
delta,spark,q2_1,63.0;120.4;561.7;65.3;19.2;24.3|,4313.71,ssb-flat,10
delta,spark,q2_1,69.6;21.8;16.4;77.6;19.9;17.7|,4430.35,ssb-flat,10
delta,spark,q2_1,30.8;25.9;296.4;66.2;20.5;17.9|0.9;0.0;0.0,4909.81,ssb-flat,10
delta,spark,q2_1,64.2;19.2;24.8;59.1;18.5;27.0|,5230.50,ssb-flat,10
delta,spark,q2_1,74.2;20.9;17.8;31.1;24.3;275.1|0.0;0.0;0.9,7446.43,ssb-flat,10
delta,spark,q2_1,140.7;27.7;28.8;8.1;12.1;565.1|1.1;0.0;1.0,191487.81,ssb-flat,10
delta,spark,q2_2,64.7;19.3;25.0;60.2;119.6;545.6|0.0;1.1;0.0,1542.06,ssb-flat,10
delta,spark,q2_2,8.5;11.7;552.1;122.9;29.0;27.2|0.0;0.9;0.0,1545.35,ssb-flat,10
delta,spark,q2_2,68.1;18.8;25.3;60.2;119.2;559.1|1.0;1.0;0.0,2480.38,ssb-flat,10
delta,spark,q2_2,130.2;27.4;26.3;8.4;12.0;535.0|0.0;0.0;0.9,2967.72,ssb-flat,10
delta,spark,q2_2,68.0;20.4;16.7;29.7;25.0;275.1|,2826.93,ssb-flat,10
delta,spark,q2_2,64.1;17.2;25.2;62.7;19.2;26.3|1.0;1.0;0.0,3039.62,ssb-flat,10
delta,spark,q2_2,63.0;115.5;533.3;65.6;17.8;27.8|1.0;0.0;0.0,2915.25,ssb-flat,10
delta,spark,q2_2,71.8;21.3;15.9;77.7;21.4;15.7|1.0;0.9;1.0,3780.84,ssb-flat,10
delta,spark,q2_2,60.1;19.1;27.5;63.1;118.7;552.2|,3897.20,ssb-flat,10
delta,spark,q2_2,72.0;20.9;16.7;68.5;19.7;16.8|,4512.07,ssb-flat,10
delta,spark,q2_2,72.6;20.8;16.3;29.7;26.4;278.3|1.0;1.1;1.0,4229.75,ssb-flat,10
delta,spark,q2_2,123.9;26.6;28.7;139.6;28.4;27.8|0.0;0.9;0.0,3513.09,ssb-flat,10
delta,spark,q2_2,73.1;20.1;17.9;67.7;21.7;16.1|0.0;0.0;1.0,4325.51,ssb-flat,10
delta,spark,q2_2,31.1;24.1;304.9;74.3;22.3;16.7|1.0;0.0;0.0,5276.74,ssb-flat,10
delta,spark,q2_2,8.6;12.9;576.2;132.1;28.7;27.6|1.1;0.0;1.1,5521.57,ssb-flat,10
delta,spark,q2_2,60.1;113.7;525.8;60.3;17.7;24.4|,6554.25,ssb-flat,10
delta,spark,q2_2,65.9;16.9;27.7;61.3;18.7;24.4|,6373.01,ssb-flat,10
delta,spark,q2_2,135.2;27.8;28.6;127.5;24.9;25.0|0.9;1.0;1.0,7495.00,ssb-flat,10
delta,spark,q2_2,74.6;20.1;16.3;32.1;23.8;306.6|0.0;0.0;1.0,7060.39,ssb-flat,10
delta,spark,q2_2,137.9;27.6;28.1;7.7;13.0;548.9|1.1;0.0;1.0,173117.20,ssb-flat,10
delta,spark,q3_2,7.4;12.3;592.1;138.1;27.9;25.3|0.0;1.0;0.0,2421.46,ssb-flat,10
delta,spark,q3_2,66.0;17.7;27.3;66.2;110.2;582.0|0.0;1.0;0.0,2697.47,ssb-flat,10
delta,spark,q3_2,68.0;16.7;28.0;61.7;18.0;27.1|0.9;1.1;0.0,3676.04,ssb-flat,10
delta,spark,q3_2,66.4;19.3;28.1;62.1;118.2;588.3|,3698.80,ssb-flat,10
delta,spark,q3_2,66.3;22.1;16.6;33.3;26.7;302.4|,3234.62,ssb-flat,10
delta,spark,q3_2,65.9;118.7;580.4;63.2;17.5;25.6|1.1;0.0;0.0,3776.13,ssb-flat,10
delta,spark,q3_2,68.7;16.6;27.8;61.5;115.4;514.0|1.0;1.0;0.0,3595.31,ssb-flat,10
delta,spark,q3_2,60.2;18.5;27.2;62.1;17.7;27.9|0.9;0.0;0.9,4430.13,ssb-flat,10
delta,spark,q3_2,74.0;19.6;16.4;34.2;23.7;290.2|0.9;1.0;1.0,4659.69,ssb-flat,10
delta,spark,q3_2,73.2;20.7;16.8;34.1;25.3;312.1|0.0;0.0;0.9,5619.93,ssb-flat,10
delta,spark,q3_2,67.0;21.7;17.5;72.8;21.4;16.7|,5781.13,ssb-flat,10
delta,spark,q3_2,64.7;117.8;579.4;61.0;17.7;24.0|,5784.79,ssb-flat,10
delta,spark,q3_2,129.7;25.4;25.4;8.1;11.9;573.2|0.0;0.0;0.9,6337.17,ssb-flat,10
delta,spark,q3_2,66.3;19.0;25.4;60.1;18.6;27.8|,7154.74,ssb-flat,10
delta,spark,q3_2,132.4;27.0;25.6;131.9;29.1;29.1|0.0;1.1;0.0,6720.73,ssb-flat,10
delta,spark,q3_2,77.7;20.4;18.1;74.0;22.2;17.0|0.0;0.0;1.0,9263.54,ssb-flat,10
delta,spark,q3_2,8.5;12.5;512.4;124.5;27.6;25.7|1.0;0.0;1.0,6665.62,ssb-flat,10
delta,spark,q3_2,71.2;21.9;18.3;68.8;20.2;15.9|1.1;1.1;1.0,8921.96,ssb-flat,10
delta,spark,q3_2,137.4;27.4;26.7;142.3;28.0;26.7|1.1;1.0;1.0,17284.33,ssb-flat,10
delta,spark,q3_2,32.8;26.7;296.1;68.5;20.1;16.5|0.9;0.0;0.0,47671.46,ssb-flat,10
delta,spark,q3_2,127.2;25.6;27.8;7.5;11.2;596.5|1.1;0.0;1.0,169583.85,ssb-flat,10
delta,spark,q3_3,8.4;12.6;590.7;122.0;25.8;26.8|0.0;1.0;0.0,2453.78,ssb-flat,10
delta,spark,q3_3,66.4;19.0;26.0;68.9;108.5;522.8|0.0;1.0;0.0,2196.59,ssb-flat,10
delta,spark,q3_3,64.7;19.2;26.6;65.3;17.2;25.1|1.0;1.0;0.0,3402.06,ssb-flat,10
delta,spark,q3_3,69.0;18.9;25.7;66.0;120.3;505.5|,4448.96,ssb-flat,10
delta,spark,q3_3,76.1;20.9;16.4;29.9;23.6;275.4|,4370.03,ssb-flat,10
delta,spark,q3_3,63.6;108.3;588.3;68.7;19.0;25.3|1.1;0.0;0.0,4866.62,ssb-flat,10
delta,spark,q3_3,73.9;22.4;17.4;30.9;24.2;294.2|1.0;1.0;1.0,5246.93,ssb-flat,10
delta,spark,q3_3,65.1;18.0;23.9;68.4;17.0;25.6|1.1;0.0;0.9,4843.25,ssb-flat,10
delta,spark,q3_3,131.2;29.1;29.0;8.1;12.4;543.3|0.0;0.0;1.0,5799.88,ssb-flat,10
delta,spark,q3_3,70.2;21.1;17.6;32.9;26.5;295.6|0.0;0.0;1.0,5339.89,ssb-flat,10
delta,spark,q3_3,64.2;17.2;27.0;60.1;16.8;25.6|,7562.20,ssb-flat,10
delta,spark,q3_3,69.1;20.0;18.3;67.5;21.3;16.8|,6425.10,ssb-flat,10
delta,spark,q3_3,59.3;17.6;26.7;63.9;119.2;592.2|1.0;1.0;0.0,8544.57,ssb-flat,10
delta,spark,q3_3,126.6;25.3;29.0;141.6;28.3;24.9|0.0;1.0;0.0,8116.25,ssb-flat,10
delta,spark,q3_3,71.8;19.7;18.2;73.9;21.2;17.0|0.0;0.0;1.1,10385.45,ssb-flat,10
delta,spark,q3_3,67.9;115.7;552.9;64.4;16.8;24.4|,8625.81,ssb-flat,10
