datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2859.69,ssb-flat,10
delta,trino,ssb_flat_q_10,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,3604.0,ssb-flat,10
delta,trino,ssb_flat_q_10,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,3799.0,ssb-flat,10
delta,trino,ssb_flat_q_10,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,3828.0,ssb-flat,10
delta,trino,ssb_flat_q_10,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,5766.0,ssb-flat,10
delta,trino,ssb_flat_q_10,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,4174.0,ssb-flat,10
delta,trino,ssb_flat_q_10,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,4280.0,ssb-flat,10
delta,trino,ssb_flat_q_10,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4768.0,ssb-flat,10
delta,trino,ssb_flat_q_10,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,3391.0,ssb-flat,10
delta,trino,ssb_flat_q_10,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,4654.0,ssb-flat,10
delta,trino,ssb_flat_q_10,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,3498.0,ssb-flat,10
delta,trino,ssb_flat_q_10,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3752.0,ssb-flat,10
delta,trino,ssb_flat_q_10,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,4785.0,ssb-flat,10
delta,trino,ssb_flat_q_10,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,4868.0,ssb-flat,10
delta,trino,ssb_flat_q_10,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,5739.0,ssb-flat,10
delta,trino,ssb_flat_q_10,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,3774.0,ssb-flat,10
delta,trino,ssb_flat_q_10,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,5797.0,ssb-flat,10
delta,trino,ssb_flat_q_10,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,4107.0,ssb-flat,10
delta,trino,ssb_flat_q_11,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1337.0,ssb-flat,10
delta,trino,ssb_flat_q_11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2251.0,ssb-flat,10
delta,trino,ssb_flat_q_11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2110.0,ssb-flat,10
delta,trino,ssb_flat_q_11,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1501.0,ssb-flat,10
delta,trino,ssb_flat_q_11,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1745.0,ssb-flat,10
delta,trino,ssb_flat_q_11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,2138.0,ssb-flat,10
delta,trino,ssb_flat_q_11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1973.0,ssb-flat,10
delta,trino,ssb_flat_q_11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2075.0,ssb-flat,10
delta,trino,ssb_flat_q_11,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1839.0,ssb-flat,10
delta,trino,ssb_flat_q_11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2162.0,ssb-flat,10
delta,trino,ssb_flat_q_11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1416.0,ssb-flat,10
delta,trino,ssb_flat_q_11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1738.0,ssb-flat,10
delta,trino,ssb_flat_q_11,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1814.0,ssb-flat,10
delta,trino,ssb_flat_q_11,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1590.0,ssb-flat,10
delta,trino,ssb_flat_q_11,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1906.0,ssb-flat,10
delta,trino,ssb_flat_q_11,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2054.0,ssb-flat,10
delta,trino,ssb_flat_q_11,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2496.0,ssb-flat,10
delta,trino,ssb_flat_q_11,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2428.0,ssb-flat,10
delta,trino,ssb_flat_q_11,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2127.0,ssb-flat,10
delta,trino,ssb_flat_q_11,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1826.0,ssb-flat,10
delta,trino,ssb_flat_q_12,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1745.0,ssb-flat,10
delta,trino,ssb_flat_q_12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2639.0,ssb-flat,10
delta,trino,ssb_flat_q_12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2497.0,ssb-flat,10
delta,trino,ssb_flat_q_12,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2314.0,ssb-flat,10
delta,trino,ssb_flat_q_12,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2288.0,ssb-flat,10
delta,trino,ssb_flat_q_12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,2877.0,ssb-flat,10
delta,trino,ssb_flat_q_12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,2643.0,ssb-flat,10
delta,trino,ssb_flat_q_12,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2820.0,ssb-flat,10
delta,trino,ssb_flat_q_12,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,2883.0,ssb-flat,10
delta,trino,ssb_flat_q_12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,3215.0,ssb-flat,10
delta,trino,ssb_flat_q_12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2171.0,ssb-flat,10
delta,trino,ssb_flat_q_12,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,2512.0,ssb-flat,10
delta,trino,ssb_flat_q_12,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2667.0,ssb-flat,10
delta,trino,ssb_flat_q_12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2202.0,ssb-flat,10
delta,trino,ssb_flat_q_12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,2630.0,ssb-flat,10
delta,trino,ssb_flat_q_12,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2989.0,ssb-flat,10
delta,trino,ssb_flat_q_12,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,3519.0,ssb-flat,10
delta,trino,ssb_flat_q_12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2331.0,ssb-flat,10
delta,trino,ssb_flat_q_12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,3059.0,ssb-flat,10
delta,trino,ssb_flat_q_12,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2726.0,ssb-flat,10
delta,trino,ssb_flat_q_13,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,2047.0,ssb-flat,10
delta,trino,ssb_flat_q_13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2675.0,ssb-flat,10
delta,trino,ssb_flat_q_13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,4459.0,ssb-flat,10
delta,trino,ssb_flat_q_13,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,3497.0,ssb-flat,10
delta,trino,ssb_flat_q_13,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,3159.0,ssb-flat,10
delta,trino,ssb_flat_q_13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,4062.0,ssb-flat,10
delta,trino,ssb_flat_q_13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,4114.0,ssb-flat,10
delta,trino,ssb_flat_q_13,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,3837.0,ssb-flat,10
delta,trino,ssb_flat_q_13,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,2723.0,ssb-flat,10
delta,trino,ssb_flat_q_13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4757.0,ssb-flat,10
delta,trino,ssb_flat_q_13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,3251.0,ssb-flat,10
delta,trino,ssb_flat_q_13,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,2406.0,ssb-flat,10
delta,trino,ssb_flat_q_13,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,3746.0,ssb-flat,10
delta,trino,ssb_flat_q_13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2573.0,ssb-flat,10
delta,trino,ssb_flat_q_13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,3863.0,ssb-flat,10
delta,trino,ssb_flat_q_13,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,4155.0,ssb-flat,10
delta,trino,ssb_flat_q_13,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,4059.0,ssb-flat,10
delta,trino,ssb_flat_q_13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2630.0,ssb-flat,10
delta,trino,ssb_flat_q_13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,3585.0,ssb-flat,10
delta,trino,ssb_flat_q_13,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,3820.0,ssb-flat,10
delta,trino,ssb_flat_q_14,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,917.0,ssb-flat,10
delta,trino,ssb_flat_q_14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1555.0,ssb-flat,10
delta,trino,ssb_flat_q_14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1324.0,ssb-flat,10
delta,trino,ssb_flat_q_14,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1198.0,ssb-flat,10
delta,trino,ssb_flat_q_14,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1124.0,ssb-flat,10
delta,trino,ssb_flat_q_14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,3209.0,ssb-flat,10
delta,trino,ssb_flat_q_14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1648.0,ssb-flat,10
delta,trino,ssb_flat_q_14,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1746.0,ssb-flat,10
delta,trino,ssb_flat_q_14,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1398.0,ssb-flat,10
delta,trino,ssb_flat_q_14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1822.0,ssb-flat,10
delta,trino,ssb_flat_q_14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1054.0,ssb-flat,10
delta,trino,ssb_flat_q_14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1295.0,ssb-flat,10
delta,trino,ssb_flat_q_14,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1248.0,ssb-flat,10
delta,trino,ssb_flat_q_14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1782.0,ssb-flat,10
delta,trino,ssb_flat_q_14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1408.0,ssb-flat,10
delta,trino,ssb_flat_q_14,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1503.0,ssb-flat,10
delta,trino,ssb_flat_q_14,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1486.0,ssb-flat,10
delta,trino,ssb_flat_q_14,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1177.0,ssb-flat,10
delta,trino,ssb_flat_q_14,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1661.0,ssb-flat,10
delta,trino,ssb_flat_q_14,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1512.0,ssb-flat,10
delta,trino,ssb_flat_q_15,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1049.0,ssb-flat,10
delta,trino,ssb_flat_q_15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1226.0,ssb-flat,10
delta,trino,ssb_flat_q_15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1553.0,ssb-flat,10
delta,trino,ssb_flat_q_15,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,978.0,ssb-flat,10
delta,trino,ssb_flat_q_15,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2310.0,ssb-flat,10
delta,trino,ssb_flat_q_15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1659.0,ssb-flat,10
delta,trino,ssb_flat_q_15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1506.0,ssb-flat,10
delta,trino,ssb_flat_q_15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1054.0,ssb-flat,10
delta,trino,ssb_flat_q_15,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1284.0,ssb-flat,10
delta,trino,ssb_flat_q_15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1537.0,ssb-flat,10
delta,trino,ssb_flat_q_15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1017.0,ssb-flat,10
delta,trino,ssb_flat_q_15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1576.0,ssb-flat,10
delta,trino,ssb_flat_q_15,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1361.0,ssb-flat,10
delta,trino,ssb_flat_q_15,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1204.0,ssb-flat,10
delta,trino,ssb_flat_q_15,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1621.0,ssb-flat,10
delta,trino,ssb_flat_q_15,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1349.0,ssb-flat,10
delta,trino,ssb_flat_q_15,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1600.0,ssb-flat,10
delta,trino,ssb_flat_q_15,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1053.0,ssb-flat,10
delta,trino,ssb_flat_q_15,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2041.0,ssb-flat,10
delta,trino,ssb_flat_q_15,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1417.0,ssb-flat,10
delta,trino,ssb_flat_q_16,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,4925.0,ssb-flat,10
delta,trino,ssb_flat_q_16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,6924.0,ssb-flat,10
delta,trino,ssb_flat_q_16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,6396.0,ssb-flat,10
delta,trino,ssb_flat_q_16,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,5767.0,ssb-flat,10
delta,trino,ssb_flat_q_16,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,7700.0,ssb-flat,10
delta,trino,ssb_flat_q_16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,6109.0,ssb-flat,10
delta,trino,ssb_flat_q_16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,6986.0,ssb-flat,10
delta,trino,ssb_flat_q_16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,6951.0,ssb-flat,10
delta,trino,ssb_flat_q_16,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6508.0,ssb-flat,10
delta,trino,ssb_flat_q_16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,6471.0,ssb-flat,10
delta,trino,ssb_flat_q_16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,5243.0,ssb-flat,10
delta,trino,ssb_flat_q_16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,6903.0,ssb-flat,10
delta,trino,ssb_flat_q_16,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,6168.0,ssb-flat,10
delta,trino,ssb_flat_q_16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6194.0,ssb-flat,10
delta,trino,ssb_flat_q_16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,6466.0,ssb-flat,10
delta,trino,ssb_flat_q_16,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6873.0,ssb-flat,10
delta,trino,ssb_flat_q_16,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,7441.0,ssb-flat,10
delta,trino,ssb_flat_q_16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,5883.0,ssb-flat,10
delta,trino,ssb_flat_q_16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,7032.0,ssb-flat,10
delta,trino,ssb_flat_q_16,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,6975.0,ssb-flat,10
delta,trino,ssb_flat_q_17,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,587.0,ssb-flat,10
delta,trino,ssb_flat_q_17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1121.0,ssb-flat,10
delta,trino,ssb_flat_q_17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,800.0,ssb-flat,10
delta,trino,ssb_flat_q_17,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,718.0,ssb-flat,10
delta,trino,ssb_flat_q_17,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1349.0,ssb-flat,10
delta,trino,ssb_flat_q_17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,993.0,ssb-flat,10
delta,trino,ssb_flat_q_17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1198.0,ssb-flat,10
delta,trino,ssb_flat_q_17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1016.0,ssb-flat,10
delta,trino,ssb_flat_q_17,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,857.0,ssb-flat,10
delta,trino,ssb_flat_q_17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1102.0,ssb-flat,10
delta,trino,ssb_flat_q_17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,662.0,ssb-flat,10
delta,trino,ssb_flat_q_17,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1460.0,ssb-flat,10
delta,trino,ssb_flat_q_17,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,713.0,ssb-flat,10
delta,trino,ssb_flat_q_17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,835.0,ssb-flat,10
delta,trino,ssb_flat_q_17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1278.0,ssb-flat,10
delta,trino,ssb_flat_q_17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1014.0,ssb-flat,10
delta,trino,ssb_flat_q_17,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1084.0,ssb-flat,10
delta,trino,ssb_flat_q_17,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1077.0,ssb-flat,10
delta,trino,ssb_flat_q_17,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,694.0,ssb-flat,10
delta,trino,ssb_flat_q_17,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1058.0,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,972.0,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1315.0,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1206.0,ssb-flat,10
delta,trino,ssb_flat_q_18,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1247.0,ssb-flat,10
delta,trino,ssb_flat_q_18,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1536.0,ssb-flat,10
delta,trino,ssb_flat_q_18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1540.0,ssb-flat,10
delta,trino,ssb_flat_q_18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1422.0,ssb-flat,10
delta,trino,ssb_flat_q_18,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1376.0,ssb-flat,10
delta,trino,ssb_flat_q_18,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1251.0,ssb-flat,10
delta,trino,ssb_flat_q_18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1507.0,ssb-flat,10
delta,trino,ssb_flat_q_18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1139.0,ssb-flat,10
delta,trino,ssb_flat_q_18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1537.0,ssb-flat,10
delta,trino,ssb_flat_q_18,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1165.0,ssb-flat,10
delta,trino,ssb_flat_q_18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1329.0,ssb-flat,10
delta,trino,ssb_flat_q_18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1606.0,ssb-flat,10
delta,trino,ssb_flat_q_18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1395.0,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1393.0,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1178.0,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1348.0,ssb-flat,10
delta,trino,ssb_flat_q_18,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1462.0,ssb-flat,10
delta,trino,ssb_flat_q_19,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,948.0,ssb-flat,10
delta,trino,ssb_flat_q_19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1541.0,ssb-flat,10
delta,trino,ssb_flat_q_19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1809.0,ssb-flat,10
delta,trino,ssb_flat_q_19,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1680.0,ssb-flat,10
delta,trino,ssb_flat_q_19,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1344.0,ssb-flat,10
delta,trino,ssb_flat_q_19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,2221.0,ssb-flat,10
delta,trino,ssb_flat_q_19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1804.0,ssb-flat,10
delta,trino,ssb_flat_q_19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1713.0,ssb-flat,10
delta,trino,ssb_flat_q_19,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1059.0,ssb-flat,10
delta,trino,ssb_flat_q_19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2115.0,ssb-flat,10
delta,trino,ssb_flat_q_19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1484.0,ssb-flat,10
delta,trino,ssb_flat_q_19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1639.0,ssb-flat,10
delta,trino,ssb_flat_q_19,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1797.0,ssb-flat,10
delta,trino,ssb_flat_q_19,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1066.0,ssb-flat,10
delta,trino,ssb_flat_q_19,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,2351.0,ssb-flat,10
delta,trino,ssb_flat_q_19,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2188.0,ssb-flat,10
delta,trino,ssb_flat_q_19,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2174.0,ssb-flat,10
delta,trino,ssb_flat_q_19,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1399.0,ssb-flat,10
delta,trino,ssb_flat_q_19,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2043.0,ssb-flat,10
delta,trino,ssb_flat_q_19,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1802.0,ssb-flat,10
delta,trino,ssb_flat_q_20,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1431.0,ssb-flat,10
delta,trino,ssb_flat_q_20,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1780.0,ssb-flat,10
delta,trino,ssb_flat_q_20,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2353.0,ssb-flat,10
delta,trino,ssb_flat_q_20,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2330.0,ssb-flat,10
delta,trino,ssb_flat_q_20,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1555.0,ssb-flat,10
delta,trino,ssb_flat_q_20,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,4841.0,ssb-flat,10
delta,trino,ssb_flat_q_20,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,2306.0,ssb-flat,10
delta,trino,ssb_flat_q_20,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2176.0,ssb-flat,10
delta,trino,ssb_flat_q_20,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1474.0,ssb-flat,10
delta,trino,ssb_flat_q_20,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2822.0,ssb-flat,10
delta,trino,ssb_flat_q_20,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1939.0,ssb-flat,10
delta,trino,ssb_flat_q_20,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1625.0,ssb-flat,10
delta,trino,ssb_flat_q_20,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2281.0,ssb-flat,10
delta,trino,ssb_flat_q_20,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1963.0,ssb-flat,10
delta,trino,ssb_flat_q_20,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,2553.0,ssb-flat,10
delta,trino,ssb_flat_q_20,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2619.0,ssb-flat,10
